# x y x_over_c Cp side
0.534954 -0.0660114 0.534954 -0.684732 L
0.516973 -0.066732 0.516973 -0.674468 L
0.310551 0.05102 0.310551 -0.85176 U
0.549935 -0.0653616 0.549935 -0.688083 L
0.403042 -0.0695427 0.403042 -0.674533 L
0.313548 0.0509183 0.313548 -0.854195 U
0.325537 0.0504746 0.325537 -0.864584 U
0.32254 0.0505909 0.32254 -0.862144 U
0.525963 -0.0663804 0.525963 -0.679744 L
0.319543 0.0507037 0.319543 -0.859377 U
0.513976 -0.0668451 0.513976 -0.673621 L
0.543943 -0.0656265 0.543943 -0.686832 L
0.418361 0.0452555 0.418361 -0.940577 U
0.322067 -0.0692426 0.322067 -0.606201 L
0.241582 0.0521486 0.241582 -0.813309 U
0.53795 -0.0658848 0.53795 -0.685107 L
0.113 -0.0523875 0.113 -0.307655 L
0.531957 -0.0661362 0.531957 -0.682973 L
0.612434 0.0269587 0.612434 -0.99635 U
0.873046 -0.0429853 0.873046 0.0327842 L
0.855124 -0.0446027 0.855124 0.0131734 L
0.412039 -0.069445 0.412039 -0.67518 L
0.415369 0.0454662 0.415369 -0.939701 U
0.400043 -0.0695705 0.400043 -0.672802 L
0.689863 0.017719 0.689863 -1.01273 U
0.510979 -0.066956 0.510979 -0.671387 L
0.870059 -0.0432586 0.870059 0.0287306 L
0.37605 -0.0696986 0.37605 -0.665402 L
0.328065 -0.0693472 0.328065 -0.612292 L
0.51997 0.0366808 0.51997 -0.984662 U
0.412377 0.0456748 0.412377 -0.937678 U
0.463214 0.041782 0.463214 -0.966656 U
0.56473 0.0321627 0.56473 -0.99052 U
0.669028 0.0202965 0.669028 -1.00752 U
0.319069 -0.0691851 0.319069 -0.60185 L
0.40904 -0.0694799 0.40904 -0.673697 L
0.424344 0.0448272 0.424344 -0.943806 U
0.23217 -0.0656821 0.23217 -0.51625 L
0.232585 0.052107 0.232585 -0.80463 U
0.175626 0.0505445 0.175626 -0.727045 U
0.861098 -0.0440698 0.861098 0.0188358 L
0.418037 -0.0693685 0.418037 -0.674849 L
0.867072 -0.0435305 0.867072 0.025335 L
0.561747 0.0324751 0.561747 -0.99033 U
0.47201 -0.0682145 0.47201 -0.666709 L
0.710691 0.0150792 0.710691 -1.01641 U
0.457236 0.0422778 0.457236 -0.964751 U
0.373051 -0.0697018 0.373051 -0.662167 L
0.325066 -0.0692966 0.325066 -0.608181 L
0.858111 -0.0443371 0.858111 0.0155636 L
0.475007 -0.0681286 0.475007 -0.662542 L
0.250134 -0.0667289 0.250134 -0.539592 L
0.864085 -0.0438009 0.864085 0.0221981 L
